Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
512,d39426e5dDCcE11,Adam Lamb,Harry,Osborne,Weeks-Yang,001-746-844-3194x83844,700-450-7790,alexandraoliver@bowen-everett.com,rachaellowe@hooper.com,https://frost.com/,LinkedIn Outreach,New Lead,Computer support effort fact weight place.
513,EFacbc5150BcE2f,Destiny Phelps,Sierra,Mcneil,"Sawyer, Phillips and Gallegos",983-650-5331,4308604630,ramseyandrea@hahn-petersen.org,wayne11@howell.biz,http://www.perez.com/,Website Form,Closed Won,Middle night grow smile.
514,02dadFAe2DaF5CB,Justin Chaney,Pedro,Dorsey,Bernard Inc,(511)750-0437,977-691-3109x86912,qgilbert@dillon-osborn.com,oconnellandres@webster.net,https://boyer.com/,Social Media,Closed Lost,Quickly last phone question low.
515,EEBfC87F98db812,Stephanie Davila,Kathy,Coleman,"Shaffer, Cameron and Palmer",664-563-0962x7002,899.238.7342x61106,gallowayspencer@sharp-harrington.biz,erikafuller@cross.com,http://www.patterson-moreno.com/,Google Ads,Closed Lost,Draw his nor quite skin animal explain business.
516,c35Ced7E4DBE9df,Noah Stevens,Bruce,Owens,Cervantes and Sons,985.845.5360x4592,968.532.5367,lmckay@long-boyle.com,christopher86@bennett.com,http://www.bolton.info/,Organic Search (SEO),Re-engagement,Ask American third necessary.
517,34AABc897aFC7de,Penny Mckay,Bradley,Mccormick,Oconnell Ltd,+1-913-562-2319x37176,+1-455-732-6505x132,pinedaroy@pacheco.info,penningtonwanda@fletcher.com,http://www.ellis.org/,Cold Email,Disqualified,Effect she top.
518,ABb2fe27b7B7EBc,Bernard Ford,Lucas,Evans,West Group,418.940.4254x17972,001-285-223-7056x047,eileenoconnor@bowman.com,anthonyjay@gardner.biz,https://www.leonard-barr.info/,Cold Email,On Hold,Wait answer cold.
519,d8Ae1D7557EcD25,Jerry Payne,Kenneth,Burnett,Keith LLC,+1-454-528-8719x6469,450.928.1635x8148,kristenharrington@stewart.com,hayden62@snyder.org,http://www.braun.com/,Facebook Ads,On Hold,Republican leg sell admit relationship.
520,8FEEf6BCA0fA1dE,Phyllis Wright,Russell,Gallegos,Tucker-Gay,001-948-708-3022,(721)964-7961,sergio31@weber.com,danieltyler@singleton-jefferson.com,https://www.ibarra-love.com/,Webinars,Re-engagement,Forget manager candidate stock action again foreign.
521,855EB28252D4FEd,Dorothy Wyatt,Cristina,Christian,"Lamb, Bowen and Padilla",236-769-3844x0088,540-687-6781,martin73@gregory-stanley.net,hwall@moreno.net,https://www.lopez.com/,Partner Program,Re-engagement,Live that adult wife know similar line.
522,31eF00b67Cf319D,Greg Townsend,Philip,Banks,Rios and Sons,(397)544-2416x58462,(783)794-1012,edgar71@nguyen-hansen.info,garzabetty@avila.net,http://www.coffey.com/,Other,Closed Won,Picture watch research yard plant nearly truth wait.
523,f0827e2f3eeC624,Cameron Boyle,Misty,Lam,Good-Gordon,386.944.6783x147,840.488.7564,imorales@meyer.info,matthewmullen@wilcox.biz,http://www.black.org/,Purchased List,On Hold,Add car risk sit commercial want plan according.
524,ADdE2EDeF47AC75,Denise Washington,Aaron,Logan,"Wall, Pearson and Williamson",886-448-6933x78508,001-730-801-1133x20997,nicolas95@conway-torres.com,kevinford@gilmore-crosby.com,http://www.tapia.com/,Trade Show,Closed Lost,Whom instead occur stuff board identify.
525,02C0A994e89686B,Nichole Sharp,Sonya,Campbell,Ochoa LLC,+1-494-262-4147x781,+1-524-205-1361x47918,micheleduarte@santos-salazar.com,vincent94@garrison-bullock.info,http://hutchinson.org/,Content Marketing,Re-engagement,City part determine.
526,E0EeACc83DE63ae,Chase Valenzuela,Mike,Boyle,Ford Ltd,(955)952-2449x5554,+1-627-938-9689,neil79@frye.com,dylanbaxter@aguirre.com,https://clarke.com/,Referral,Contacted,Young including spend day.
527,A8E3A3d0BFFE5b9,Connor Barr,Erika,Vincent,"Villanueva, Mckinney and Gray",4035721233,729-320-4924x457,stephanie76@york.com,jaclynguerra@norman-sellers.com,https://www.mercer.info/,Retargeting Ads,Qualified,Edge style approach house.
528,7a0d3e76Ae8cc8B,Marissa Taylor,Shelley,Leblanc,"Rogers, Mercado and Copeland",491.630.6719,522.485.7802,khogan@maynard.net,joecannon@clements.biz,http://dickson-ramsey.com/,Other,Disqualified,Agency month card.
529,FcffBe5E7ccE7A9,Fernando Shields,Alec,Summers,Nelson-Bowen,+1-440-233-7381,001-466-280-3377x5182,jill40@odom.net,waynemercer@bowman-perez.org,http://www.christensen.com/,Content Marketing,Proposal Sent,We better attention town.
530,B925EDE2f46EAFA,Susan Leonard,Bryce,Kemp,Johnson Group,+1-671-346-0880,7344158404,penny57@guzman.com,rosalesmia@murray.com,https://www.marshall.net/,Facebook Ads,New Lead,Something interesting air executive themselves.
531,cBC5E3f9bee57E8,Shaun Wood,Charlene,Gross,"Boone, Neal and Bates",(552)719-5745,(278)627-6440,caitlynchen@fuller-baldwin.biz,mbecker@bruce.com,https://www.hawkins.com/,Referral,On Hold,Respond talk arrive care piece.
532,a433F09dA4CE7be,Julian Mercado,Clinton,Cabrera,"Snyder, Rogers and Manning",436-583-8312,(766)747-0306,dbranch@guerrero.com,ukirk@strong-curry.info,https://www.buchanan.info/,Purchased List,New Lead,Finally suffer stand order source.
533,3DF23Fb9A2b7458,Melanie Morrow,Henry,Davila,"Santos, Lambert and Bean",885-833-8717,292-900-0569x109,suesloan@jacobson.com,daisyferguson@bryan.org,https://www.maddox.net/,Chatbot,On Hold,Campaign traditional describe standard deal career.
534,44d4aeB7DDDD3FF,Larry Scott,Ronnie,Cameron,Nelson Inc,501.305.5827,(891)639-1264,montesamanda@shah.org,jross@jones.net,https://www.silva.biz/,Chatbot,New Lead,Attention guess detail since water.
535,2BDAB1EE5b234f8,Erik Moore,Leah,Carpenter,Gould-Newman,001-584-865-4673,6876797984,cspears@landry.net,gmorales@craig.com,https://ortega-yoder.com/,Networking Event,Negotiation,Argue hard close among.
536,E1f2E14cEBc6aBB,Kerri Mckee,Dustin,Austin,White-Dunn,8588057531,+1-687-648-4980x34185,audreyroach@callahan-nunez.net,ashlee46@ramirez-warner.net,http://www.dudley-moses.com/,Direct Traffic,Disqualified,Radio pressure son eye run language.
537,01f7AA4D4Ad0dBA,Ruben Evans,Marc,Peters,Chavez-Mcknight,+1-439-208-1651x50767,+1-268-570-2465x5803,cardenascory@davies.com,rangelandrea@valentine-levine.info,http://www.hahn.org/,Facebook Ads,Disqualified,Purpose resource other significant others city interesting well.
538,be4Eb6dBfC4AbC8,Chris Turner,Madison,Sheppard,"Banks, Stout and Arias",001-868-856-7858x0889,675.681.1879,rasmussenlogan@levy.net,angela36@zamora.net,http://farmer-mcclain.com/,Podcast,Closed Won,List parent until become.
539,E3FBc1eD30A0BFc,Alexandra Hart,Nathaniel,Shelton,Daniels PLC,001-229-635-7470x335,001-755-826-2698x7222,reidjodi@jennings.org,richardcarmen@austin-hernandez.com,http://stokes.net/,Networking Event,Re-engagement,Smile economy actually federal.
540,BE2Febbf2eb92ef,Clayton Mcpherson,Audrey,Kelley,Odom Ltd,664.804.5728x31665,834-744-9222,cesarjohns@allen.com,sloancaitlyn@goodwin.net,http://pennington.com/,Organic Search (SEO),Closed Won,Goal site hold maintain street.
541,5eC091EeF5Eeaa1,Tricia Bass,Keith,Carpenter,"Mills, Hardy and Osborne",846.327.3147,(260)583-5054x75913,morrisonsummer@roberts.com,xduarte@mooney.com,http://www.conner.biz/,Cold Call,Negotiation,System project new finally be.
542,E2A6F3234aA8430,Sharon Reese,Carlos,Blackburn,Salinas-Camacho,469.354.9162x0467,848.750.7789x029,nichole85@hernandez.info,csavage@werner.com,http://riley-holloway.com/,Referral,Closed Won,What meeting however mouth test build open.
543,1a793E4BBAfFa48,Monica Guerra,Mckenzie,Heath,"Hendrix, Shaffer and Mercado",001-848-992-9611x605,001-322-901-7370x8792,lutzkyle@sexton-house.biz,grimeskeith@harrison.com,https://www.dickson-hester.biz/,Content Marketing,Negotiation,Organization total any note already perhaps.
544,4737f0e01E5Bc1F,Cassandra Brock,Dustin,Hill,Bird Group,001-429-329-6198x65112,737-776-1900x2835,lmoran@rowland-kidd.com,roger56@lopez.com,https://harrell.com/,Trade Show,Qualified,Recent measure especially list use.
545,9Bcd37FEa7F4DcD,Gavin Hart,Barbara,Mccarthy,"Bowen, Sampson and Dillon",+1-557-950-1241,449.584.8226x883,cowanjason@rhodes.com,mikaylabrooks@ochoa-boyd.com,https://www.howard-love.com/,Content Marketing,Closed Won,Pretty gas measure tell save different important home.
546,DF23283Af6Af6FD,Paige Patton,Cristian,Neal,Stein LLC,(676)401-6163,814-979-0551,susan22@trujillo-copeland.com,kelleychelsey@meyer.com,http://branch.com/,Social Media,Re-engagement,Nation little method.
547,BB298f39d9c1AE2,Angelica Salinas,Norma,Collier,Hill PLC,5648575991,+1-351-384-3061x9699,christiankellie@moyer.info,vanessa00@vargas.biz,https://www.mcneil.net/,Partner Program,Closed Won,Democrat perhaps room.
548,10acdBedc7baE05,Julie Soto,Glen,Cervantes,"Barry, Mcintyre and Mercer",+1-385-596-0778x5619,001-332-816-0374x6575,joel03@carlson.com,billnolan@vance-waters.info,https://www.daniels.com/,Podcast,New Lead,Back cell meet deep certain over.
549,a810A4c3Dd4d828,Alexis Acosta,Todd,Curtis,Nunez-Pittman,371-457-8461x905,001-702-594-5243x899,jeremiahmills@barry.com,owagner@andrews.info,https://cain.com/,Facebook Ads,Negotiation,Tend mean sing serve full above relationship but.
550,7BBF466DDb2d068,Edgar Mcpherson,Johnathan,Mata,Werner-Sheppard,349.263.3126x040,791.684.8920x3572,shelbykline@morrison.com,brianaatkins@small-mcclain.net,http://www.tyler.com/,Facebook Ads,On Hold,Hope tell beat pattern newspaper end plant.
551,E64a5372Ea806aE,Justin Bolton,Helen,Sandoval,"Bonilla, Hood and Bright",297.832.7501x0647,(596)411-2304,rkerr@carey.org,hhogan@rodriguez-meyers.com,http://www.duncan.net/,Podcast,On Hold,Prevent lead probably amount behavior seven exactly shake.
552,5a0337a8b31bafC,Savannah Dillon,Gerald,Brown,Michael-Kemp,+1-457-568-0207x9835,+1-253-865-4678x11978,roger01@rush.com,trevinomonique@odonnell-calhoun.info,http://www.green.com/,Referral,Closed Lost,Science law brother thousand a major.
553,e67773D8AAA8dbF,Johnathan Stephenson,Derek,Medina,Fletcher-Brennan,(491)673-4928x8585,(653)882-0087,kiddgwendolyn@summers.com,andrea60@hickman-wilcox.com,http://farrell.com/,Website Form,Re-engagement,Public sea ever ahead itself issue most.
554,1ABB77ee3c0a4Bf,Eileen Wolf,Eddie,Crosby,Ross-Huffman,001-304-916-5112x890,694.269.6297,mikaylahensley@good-garcia.net,juan04@wiggins-serrano.com,http://lowe.info/,Retargeting Ads,Re-engagement,Green glass make none practice.
555,B1E40e0c400B25d,Damon Mata,Edwin,Holland,Boone-Jordan,440-300-6874x511,791-522-9634x80682,sallison@buckley.com,ykeller@oneill.com,https://mccarty.org/,Trade Show,Negotiation,Need standard truth affect tell agent whatever.
556,6D3b6FbC0fdAfe8,Karina Huffman,Meghan,Russell,Mays-Joyce,+1-598-274-1267x8931,545-202-2796,hubbardmisty@andersen.com,mercadoholly@vargas.biz,http://holden-jarvis.com/,Social Media,Closed Won,Agree live audience after few dog.
557,2ceD38Ef48D96BA,Cassandra Harper,Jeff,Zavala,"Potter, Jimenez and Larson",485.232.3535,001-482-231-0715x289,gregory83@esparza.com,chrisbarnes@gilbert.org,https://www.kim-hopkins.com/,Organic Search (SEO),Re-engagement,Sport continue hard both avoid just oil prepare.
558,D4Cf07EBc6b9F5A,Alisha Kent,Jeanette,Jackson,"Mueller, Levine and Berry",316-311-2411,706.989.8009,reginaldbauer@burke-fox.biz,duartebrianna@savage.net,http://www.hendrix.net/,Other,On Hold,Loss miss machine political media create anything.
559,EC0fD0556b6AaBB,Cristina Kline,Kristie,Dawson,"Graves, Sutton and Harding",(875)449-6505,551-336-2073x1846,lcortez@summers.info,gutierrezjillian@snyder.biz,http://wolf.info/,Other,Negotiation,Feeling reflect catch factor sense majority technology government.
560,8156AfEab8EA022,Sean Hampton,Victor,Romero,Wade-Patrick,+1-732-890-5823,696-577-2414x1110,amberlee@copeland.com,masseycorey@andrews.info,https://www.grimes-fuller.com/,Content Marketing,Qualified,It land measure author develop easy fight issue.
561,caa9c9fB7172AF2,Jermaine Blackwell,Jared,White,"Middleton, Arias and Edwards",313-671-9401x7510,001-889-360-5044,carterdaisy@calhoun.com,ilucero@henry-norman.com,https://www.salinas-gentry.info/,LinkedIn Outreach,On Hold,Image at that radio north themselves wide.
562,5BAf0bfeE1d597C,Abigail Parker,Martha,Reid,Rogers-Vang,(440)832-8569,747.771.9358,stran@gonzales-potts.com,hobbssara@blackburn.com,https://www.stephenson.com/,Google Ads,Closed Lost,List television involve test full recent get couple.
563,f309FD0d9b01991,Nina Perez,Carla,Tate,Gibbs-Ortiz,+1-718-292-0552x48235,(523)586-2429x499,elizabethtapia@glenn.com,utownsend@farrell.biz,http://shields-roy.com/,Website Form,Qualified,Example Democrat produce member think full hospital drop.
564,CeD0503344Cc0ce,Abigail Terrell,Stefanie,Roberson,Brooks PLC,001-798-338-8208,001-666-474-7937x32967,clinton24@cochran.com,jpeterson@stevenson-beltran.com,http://www.hull.net/,Social Media,Negotiation,Family behavior Democrat stand.
565,4A1ABb2CEd777CC,Nicole Fields,Destiny,Wood,Cole Ltd,(346)840-5774,+1-880-585-3979,kyle01@short.com,gabriel35@lara.com,http://randolph.biz/,Cold Call,Re-engagement,Power mention describe low perform sell.
566,73F52EBAd0efC7d,Chad Lutz,Ralph,Mayo,Olson-Brown,001-794-558-6404,968-575-4446,mandy20@decker.com,savannahdodson@hendrix.com,https://cowan.com/,Cold Email,Contacted,Ok idea group story she third anyone.
567,8Cb0cA9D241d41c,Katherine Swanson,Henry,Swanson,"Day, Owen and Francis",+1-223-325-1164,+1-873-695-1033x802,skaufman@howe-sharp.biz,danahouse@villegas.com,https://www.williams-weaver.com/,Cold Call,Closed Lost,Treat top event where become.
568,B7AdcF64dD7aCBA,Mia Herring,Tara,Taylor,Hurst-Coffey,581.230.2725x928,522.270.7742x4979,nealgabriela@bautista-wilson.com,blakejessica@meadows-underwood.com,http://www.dougherty.com/,Content Marketing,Closed Won,Under power call eye voice nature individual.
569,1E2aB4939BBCFe7,Cristina Daugherty,Danny,Combs,Bentley Inc,(847)464-4972,862.231.4067x446,ebecker@greer.com,khanbrendan@guerrero.com,http://joseph.com/,LinkedIn Outreach,New Lead,Film politics since able view.
570,1BbaFC08dAC5cCC,Ruben Maxwell,Rickey,Grimes,Bailey and Sons,270-852-9415,+1-831-635-8148x084,hawkinsmegan@baird-franco.info,kristi01@santiago-villegas.net,http://leach.org/,LinkedIn Outreach,Disqualified,Only cause pull party education whatever among.
571,CFadAe7a870030C,Cody Mann,Carrie,Sellers,"Ellis, Simpson and Terry",232-953-9338,335-642-5436x7150,katie50@sandoval.biz,john47@burnett.com,https://evans-reid.com/,Networking Event,New Lead,Hour store generation back.
572,f05464A1D1C9afA,Chad Duffy,Diane,Chan,Klein Ltd,(715)772-7246x3538,4073123423,patricia12@may-ibarra.com,evanellis@gonzalez.net,https://mccarthy.info/,Retargeting Ads,Proposal Sent,Interview anything crime find line.
573,45BCEf4f0bBE0E6,Nancy Keith,Harold,Hodge,Parker LLC,673.497.0908,780.417.5472x69504,miguel61@lozano.com,laurenhurst@bolton-parsons.com,https://www.morgan.org/,Google Ads,Contacted,Room forget power green truth fine special.
574,D94Bf20aC16Ac84,Regina Banks,Tracie,Choi,Reed-Mooney,+1-582-235-2688x38069,001-385-521-2830x8158,debbiemiles@hammond-carroll.info,donna87@holder.com,https://zhang-vega.org/,Chatbot,Proposal Sent,Claim guy pattern too.
575,d5F7feDc5FEE364,Belinda Baxter,Bernard,Crawford,Davis Ltd,+1-465-934-2592x867,235.731.5435x00116,alisha98@burgess-gentry.org,carlymora@braun-reid.com,https://www.avila-armstrong.com/,Website Form,Closed Lost,Area a stock save boy win almost.
576,fC4C2f9D8C0DD1A,Blake Mosley,Jake,Gallegos,Dalton Inc,+1-673-951-4256,755-946-0647x477,crawforddarlene@cox.com,brandi99@young.com,https://odom.biz/,Retargeting Ads,Negotiation,Growth as feeling day half.
577,8DfDb8eec9DC3a9,Mandy Weber,Carrie,Hanna,Dawson-Sanchez,981.985.5684,001-212-651-4784,wileybradley@beard.com,billowens@gentry.com,https://mcintosh-elliott.com/,Webinars,Proposal Sent,Successful return professional fight.
578,e36dB2c14Ea5ffc,Luis Arellano,Norman,Edwards,Kent Inc,(924)917-6313,001-931-748-6347x240,ian63@bowman.com,colleenmcmahon@horn-fisher.com,http://www.houston.com/,Direct Traffic,Disqualified,There human perform southern rest ten.
579,0b96F2E6FdE9d4d,Elaine Foster,Robert,Mccormick,"Flowers, Manning and Snyder",467.768.0386,(894)506-6901x3447,audreyestrada@dudley.com,zbruce@roy-gamble.org,https://bautista.info/,Facebook Ads,Closed Lost,Adult across something bring woman center.
580,184054074e5C8A6,Howard Morrison,Kathryn,Carson,"Gibbs, Collins and Patterson",+1-319-813-3969x0541,001-981-543-9704,sheabianca@lam-walker.com,fvelasquez@thompson.com,https://www.huber-barber.com/,Facebook Ads,Qualified,Seven data north response popular drop two south.
581,Bcf0BFa6002cc9f,Zachary Barry,Kristina,Drake,Burke PLC,(972)367-5386,995.626.5428x3510,savannah85@leon.net,heather73@owen.com,http://watkins.biz/,Retargeting Ads,Qualified,Stay those nearly carry medical often military.
582,7f34cBeaDbBD24d,Thomas Case,Adriana,Hickman,"Cooke, Beltran and Joseph",303-378-8225x32768,8697681803,holly63@key.com,gentryerika@rivas.com,http://clay-simpson.biz/,Retargeting Ads,On Hold,Line there me onto.
583,D45CDa5038AAc25,Michelle Rosales,Cheryl,Lewis,Sparks-Greer,(881)974-2723,+1-382-516-4828x9571,kbass@molina-rojas.com,karimiddleton@mcpherson.com,http://garza-chaney.com/,Trade Show,Contacted,Sure represent special science however.
584,Ef8783fADDbD18B,Max Cuevas,Eduardo,Russell,"Richard, Zuniga and Decker",4398384532,+1-232-292-3861x36946,bnash@oconnell-yang.info,jesusodonnell@herman.com,https://fischer.biz/,Facebook Ads,Proposal Sent,Staff minute doctor color better.
585,Fe34f96a5F3b503,Morgan Lindsey,Laurie,Everett,"Stevenson, Raymond and Le",001-858-937-3617x716,001-318-257-4551x62277,hoffmanlydia@giles-jackson.org,tonya08@andrade-merritt.info,https://www.barber.com/,Website Form,Disqualified,Be must return himself generation.
586,9ae9FC3a87Abe03,Paula Ponce,Lee,Ford,Meyer-Lane,001-435-817-4260x253,443-897-0151x1204,oscarmiller@bennett-vazquez.com,david66@bautista.net,http://joseph.com/,Organic Search (SEO),On Hold,Song suggest exactly much somebody character head.
587,eDDCEEbf6192E2E,Nancy Welch,Heidi,Avila,Knapp-Baldwin,982.563.3677x212,9239161509,connie06@hanna.com,sophia89@rice.com,http://www.maldonado-frye.info/,Cold Email,Closed Lost,Floor record idea foot.
588,dc20b0AeBcC6f2a,Gabriela Carroll,Mike,Richard,York-Diaz,960-885-2231x0919,618.756.0567x514,hannahnolan@montes.com,mccarthyalfred@zavala.net,http://www.hendricks.com/,Networking Event,Disqualified,Today rise break western leave.
589,A25abFD1903ACBD,Madison Reynolds,Maxwell,Stokes,"Rose, Lamb and Pratt",(807)349-2589x57274,970.485.8444,dalton71@barrett.org,carla26@hooper-benjamin.info,https://www.kerr.com/,Other,Closed Won,Health decision thought than science sometimes common.
590,FAb33E0609bc7d0,Traci Marks,Dalton,Chang,Walsh-Thornton,898-974-9197,+1-682-658-8054,donald47@buchanan.net,lucasdennis@dennis-everett.net,http://www.schneider.info/,Retargeting Ads,Re-engagement,Occur nice support.
591,CaEA32e699E77De,Cameron Mooney,Jackie,Good,Garza-Burgess,(612)241-1071,7243508779,gavin94@schaefer.net,maureenhouse@monroe.org,http://martin.com/,LinkedIn Outreach,Proposal Sent,We start remember effect remain determine.
592,9Bfe9C91Fac15d4,Meagan Leach,Connor,Hopkins,Ferrell LLC,+1-352-717-5788x044,(242)333-6889x335,krista97@huynh.com,ypowers@bartlett-nelson.com,http://www.solomon.org/,Cold Email,Disqualified,Might ten try possible fish.
593,FaEaaAFeC70bEFd,Ana Gallagher,Isaiah,Strong,Dodson Ltd,001-379-495-4839,889.671.2567x53796,adam51@good-anderson.com,mcintyrebill@douglas.com,http://parsons.com/,Social Media,Qualified,Up while traditional action manage maintain.
594,0bbEA39d3095DC1,Jackie Turner,Kaitlyn,Hancock,Young Group,748.736.2181,+1-871-826-6220x6867,cartertammy@zavala-morse.com,wyattbuck@larsen-shepard.com,https://www.hester.com/,Networking Event,Closed Lost,Science card involve run expert.
595,ffe2Ef3eD5a3BE7,Miguel Everett,Jasmine,Middleton,Sharp Inc,538.897.1155x7522,243-903-7055,hoodterri@chang.com,atyler@combs-christensen.com,https://www.lester.com/,Chatbot,Disqualified,Third similar anyone.
596,c73db4ddaCb8ed0,Nicholas Mcgee,Gail,Turner,"Singleton, Rice and Hancock",(319)201-2680x8860,395.923.0436x02362,shelia27@bradford-walters.net,nquinn@best.biz,http://www.wagner-bush.com/,Cold Email,Closed Lost,Hour hotel create money activity.
597,77BDae1AdAaCBe6,Jacob Hays,Luke,Norris,"Zuniga, Ellis and Lozano",+1-352-715-3897x920,646.313.8793,jesusnielsen@krause-zamora.com,juanmays@miles-stout.com,http://www.sandoval.org/,Google Ads,Negotiation,Key cut cell sister group always forward.
598,acC5b19a8CEFBeA,Ariel Becker,Darren,Vega,Andersen PLC,438.353.3386x7564,796.247.2883,qlee@burgess.com,fuentesdarlene@stafford.com,https://www.branch.com/,Organic Search (SEO),New Lead,Get whether realize perhaps ask born.
599,2cA79efeDF24aeC,Makayla Garner,Christina,Allison,"Harrington, Cabrera and Knapp",(623)652-2839x13613,(347)458-1981,caitlyn22@raymond.biz,ytanner@graham.com,https://montes-pennington.com/,Podcast,Contacted,Marriage also manage figure away long if build.
600,cf46DD5b71f4C67,Dustin Ali,Alfred,Juarez,Melton-Mcintosh,433.800.3741,(981)214-1716x50045,jhenry@zamora.biz,qnash@yu.com,https://www.adkins.com/,Chatbot,Closed Won,How third customer represent quality mind boy seven.
601,70eBC34Dd9f1403,Marilyn Townsend,Sandra,Carter,Dorsey-Henson,001-268-512-8543x443,(442)520-1858x668,gjackson@miller-wheeler.biz,johnsonjoel@harding-strickland.biz,https://www.blackwell.com/,Cold Email,Re-engagement,Participant water from almost matter take surface.
602,EEA8c04f50b14CE,Holly James,Donald,Johnston,"Singleton, Butler and Garrett",001-368-857-1798x29412,001-798-659-3032x59774,randallautumn@sherman.info,davisroberto@myers-moon.info,http://www.sparks.com/,Purchased List,New Lead,Radio address product personal lose pass training.
603,d7c7Af5940A98b8,Tony Poole,Erin,Burns,Terrell-Travis,+1-448-440-4993,+1-597-233-7321x707,raysavannah@bauer.com,lonnieherring@conway.com,https://www.bailey.com/,Podcast,Closed Won,Know hard senior project.
604,b96bDF5DF5FaD3A,Rebekah Woodard,Brian,Rollins,Whitehead-Mckenzie,001-383-349-9602x1524,(598)504-5602x48098,tristancain@huff-coffey.com,cassie10@wise.com,https://singleton.biz/,Webinars,Qualified,Conference product he everyone strong local.
605,0d34EcaAF884F43,Sonia Deleon,Tammy,Li,Sutton-Clements,(824)996-8521x0788,+1-563-458-6904x718,alexanderdestiny@peterson.net,macdonaldcurtis@stafford.org,http://www.petersen.info/,LinkedIn Outreach,Contacted,Develop test place relate detail animal.
606,090463Ee34A5CCf,Selena Charles,Janice,Terrell,"Wilkins, Navarro and Proctor",001-422-748-5589x282,6235906381,richsusan@shields.net,brianakeith@clark.com,http://snow.biz/,Other,Disqualified,Figure administration low court much.
607,B7fDAB75CF0B2F9,Sabrina Burton,Victor,Clark,"English, Herrera and Hancock",+1-323-385-8991x5670,(936)574-6896x5123,penny59@morris.biz,destinyodom@watts.net,https://todd.com/,Google Ads,Disqualified,Pressure place why onto.
608,3f2BBFD822aacfA,Mario Burch,Virginia,Adams,"Ewing, Collier and Shepherd",+1-786-485-1994x66114,+1-842-791-5926x64367,jhammond@cowan-strickland.com,janicesanford@bray.com,http://www.beck-stevenson.info/,Content Marketing,Contacted,World few goal leader letter describe early.
609,6C333D15be3EFBe,Nathan Bonilla,Jody,Pace,"Kirby, Hale and Haynes",866.549.9423,8216284471,francisodom@cooper-klein.com,cantujose@nguyen.com,http://franklin.com/,Podcast,Contacted,Rather machine for blood only check.
610,6dEfDBB232aE5f3,Rebekah Valencia,Paul,Rosales,"Mccann, Clay and Mclaughlin",321-611-1225x8144,4525697614,douglas71@avery.com,beltrankrista@kim.com,https://www.howard.info/,Website Form,New Lead,Common provide current cell.
611,0EEaaBCd1B1E616,Audrey Clay,Mandy,Brooks,Flowers LLC,2209513836,825-860-6622,mjefferson@mckee.com,houstonangie@lozano.info,http://barnes.com/,Podcast,Contacted,Play act them cause build mean later.
612,b1E3bf6991c7411,Brady Little,Sherry,Pope,"Collins, Tate and Thornton",707-971-8979,214.330.3618x5762,omiles@ho-chaney.com,tim77@arellano.com,http://www.acosta-poole.com/,Partner Program,Closed Won,Radio have small country money finally sport nearly.
613,D01ff11CA25dfC7,Krista House,Dominic,Walton,Grant-Franklin,(713)260-4145x2682,676.533.4780,jeannebrady@logan-fleming.com,darin98@mcpherson.info,https://petersen.org/,Content Marketing,New Lead,Truth cause reduce candidate decide whom discover.
614,bBfC2b17F5D1afE,Vernon Erickson,Maureen,Morgan,Bernard Ltd,463.679.3903x2733,613-679-8735x895,nsparks@archer-raymond.com,gvalencia@dunn-hardin.com,http://gonzales-gillespie.org/,Networking Event,New Lead,Current drive song sport key tree.
615,77A7AA41CffC516,Shane Nielsen,Jill,Pena,Newton Ltd,621.758.4963x016,417-834-8220x406,dlindsey@frederick-gregory.com,juliajones@flowers.com,http://church.info/,Partner Program,Closed Lost,Modern live also themselves be.
616,cdd5Ed389bAF7A5,Shari Beltran,Frances,Tucker,Wright Inc,+1-999-315-4239,001-707-969-7387x28480,lancewilkinson@mathews.net,marvin17@bryant-ayala.com,http://mccarthy.com/,Trade Show,On Hold,Yet carry wear get social.
617,a1109c9685E8b1A,Kaitlyn Sexton,Jacob,Burton,Herrera-Rodgers,551-676-3473,001-214-787-1313x6645,gfernandez@le-small.net,usheppard@webster.com,https://www.good.info/,Facebook Ads,Re-engagement,Goal once once coach especially guess week.
618,E5de17f5dDebFf4,Faith Newman,Edward,Ponce,Wilson and Sons,9118046659,001-636-266-1825x66475,phyllisstevens@shah.com,sshea@waller.com,http://blanchard.com/,Retargeting Ads,Re-engagement,Affect defense join agreement education until turn.
619,12f039d0bb4643B,Joanna Doyle,Sonia,Drake,Larson-Gould,+1-221-715-4636x55001,(533)881-9137x100,lauren22@boyer.org,dennisbooker@griffith-haas.info,https://www.zavala.com/,Facebook Ads,New Lead,Table none structure parent those north.
620,3Fd2aBBBf9b0bE0,Frederick Haney,Tracey,Brewer,Matthews-Chandler,(572)877-3880,(627)889-5685x990,hailey34@matthews.com,jackson58@michael.com,https://www.goodman-winters.info/,Cold Email,Closed Won,Protect agreement sing drug professor war someone expert.
621,49Bb21FFF3ffAf4,Katherine Dunn,Nathaniel,Travis,"Horne, Taylor and Crane",(529)711-1363,(338)439-8340,mike11@wilson-vang.com,mariopayne@krause-malone.com,http://www.conner.biz/,Organic Search (SEO),Disqualified,Side natural quite help unit government.
622,2F8651AFcf5a67e,Gavin Kirk,Rose,Frazier,"Black, Mccullough and Richardson",001-537-571-6008,(328)500-7454,ophillips@levy.biz,clayselena@haas-mejia.com,https://www.jacobson.info/,Google Ads,Closed Won,Take economy might friend.
